iqr,learning_rate,subsample,n_estimators,max_depth,accuracy_mean,accuracy_1_mean,accuracy_0_mean,accuracy_median,accuracy_1_median,accuracy_0_median,recall_1_mean,recall_0_mean
1.0,0.05,0.30000000000000004,4,4,0.5123809523809524,0.5284540439593737,0.5392138689009706,0.52,0.5454545454545454,0.5714285714285714,0.6848679423922679,0.3610724101001722
1.0,0.05,0.30000000000000004,8,1,0.4761904761904762,0.5048489850485648,0.46691403834260975,0.48,0.509090909090909,0.5,0.760446092312523,0.22666346760704406
1.0,0.05,0.30000000000000004,8,2,0.4933333333333333,0.5126722792645714,0.5234043617446978,0.52,0.5272727272727272,0.55,0.7227434753805829,0.2910630090100698
1.0,0.05,0.30000000000000004,8,3,0.4952380952380952,0.5194497618666992,0.49792629238895675,0.48,0.5185185185185185,0.5263157894736842,0.6383143927427432,0.37534743674453697
1.0,0.05,0.30000000000000004,8,4,0.4971428571428572,0.5143319370215225,0.5057646545208121,0.5066666666666667,0.5,0.5,0.623912268256585,0.3907558797577906
1.0,0.05,0.30000000000000004,16,1,0.5123809523809524,0.5293943933554471,0.553234627184207,0.48,0.5319148936170213,0.5555555555555556,0.7725920990405734,0.2780161176446441
1.0,0.05,0.30000000000000004,16,2,0.5371428571428573,0.5460830433671485,0.5623566756612787,0.5333333333333333,0.5636363636363636,0.6,0.6894642067353257,0.39813013731469393
1.0,0.05,0.30000000000000004,16,3,0.5352380952380953,0.5504800106364665,0.5457127599984742,0.5333333333333333,0.5306122448979592,0.5555555555555556,0.6428073143132851,0.4456791053003259
1.0,0.05,0.30000000000000004,16,4,0.5352380952380952,0.554020894528965,0.5370041736501363,0.5333333333333333,0.5384615384615384,0.5357142857142857,0.60606319082657,0.4829095320693612
1.0,0.05,0.30000000000000004,32,1,0.5219047619047619,0.5341813340754427,0.5328404250186715,0.5066666666666667,0.5094339622641509,0.5384615384615384,0.6895691290870415,0.36799286360655364
1.0,0.05,0.30000000000000004,32,2,0.5238095238095238,0.5339798031013647,0.525658709106985,0.5333333333333333,0.5217391304347826,0.5333333333333333,0.6401826280751536,0.4136189309140866
1.0,0.05,0.30000000000000004,32,3,0.5104761904761904,0.5262529368501483,0.5038727510031497,0.5066666666666667,0.5106382978723404,0.5151515151515151,0.5911285806188503,0.4370470001946904
1.0,0.05,0.30000000000000004,32,4,0.49523809523809526,0.5124095719006642,0.49181488311923094,0.49333333333333335,0.5111111111111111,0.5,0.5483670501693501,0.4533193391853615
1.0,0.05,0.30000000000000004,64,1,0.540952380952381,0.5489703236842415,0.5548634135590657,0.5333333333333333,0.5294117647058824,0.5769230769230769,0.6762565313206623,0.4168739963811336
1.0,0.05,0.30000000000000004,64,2,0.5123809523809524,0.526503439939851,0.507595220679374,0.5066666666666667,0.5333333333333333,0.5333333333333333,0.564460353519398,0.4682647322413535
1.0,0.05,0.30000000000000004,64,3,0.4952380952380952,0.5084513181506941,0.48946256770959656,0.5066666666666667,0.5121951219512195,0.5,0.5314382930205575,0.4648950295853747
1.0,0.05,0.30000000000000004,64,4,0.4933333333333333,0.5089541233185159,0.48463822135548884,0.49333333333333335,0.5,0.4864864864864865,0.5044727460362135,0.4880750662671535
1.0,0.05,0.30000000000000004,100,1,0.5219047619047619,0.5337861265331088,0.5220732455505046,0.52,0.5208333333333334,0.5357142857142857,0.634929952842381,0.4159524892833874
1.0,0.05,0.30000000000000004,100,2,0.518095238095238,0.5276977749401232,0.5121746735514017,0.52,0.5454545454545454,0.5333333333333333,0.5976089478853742,0.43876861696070424
1.0,0.05,0.30000000000000004,100,3,0.49142857142857144,0.5035346854319074,0.48454986833443053,0.52,0.5227272727272727,0.5,0.5530475587364132,0.43172563570169503
1.0,0.05,0.30000000000000004,100,4,0.5009523809523809,0.5117845871355077,0.4960700496414782,0.49333333333333335,0.5111111111111111,0.4594594594594595,0.5383740816900923,0.46717434329269775
1.0,0.05,0.30000000000000004,200,1,0.5371428571428573,0.5450108883377339,0.5323297078853969,0.5466666666666666,0.5434782608695652,0.5517241379310345,0.6008629767696553,0.473617867132535
1.0,0.05,0.30000000000000004,200,2,0.4990476190476191,0.508723125545101,0.4891281512605042,0.5066666666666667,0.5348837209302325,0.5294117647058824,0.5304442590433303,0.4648871976875798
1.0,0.05,0.30000000000000004,200,3,0.499047619047619,0.5079287166496468,0.4879506513980804,0.52,0.5348837209302325,0.5,0.5325730052786665,0.4609451613497922
1.0,0.05,0.30000000000000004,200,4,0.5085714285714286,0.5182045344836043,0.4956065759637189,0.4666666666666667,0.5128205128205128,0.5,0.5276450771696238,0.48575210191485346
1.0,0.05,0.5,1,1,0.4742857142857143,0.568111658456486,0.11935044287985463,0.4666666666666667,0.5066666666666667,0.0,0.8308982683982684,0.17972350230414746
1.0,0.05,0.5,1,2,0.4761904761904762,0.5801587301587301,0.18660811517954376,0.4666666666666667,0.5,0.0,0.7833931419457735,0.24660605305766595
1.0,0.05,0.5,1,3,0.49714285714285716,0.5295267602549506,0.4011960402937847,0.49333333333333335,0.5,0.43243243243243246,0.8500789071609505,0.18231856955303063
1.0,0.05,0.5,1,4,0.49142857142857144,0.5357532790991437,0.44486703772418057,0.48,0.5,0.45454545454545453,0.8173692922144935,0.21923263321768438
1.0,0.05,0.5,2,1,0.46666666666666673,0.5646258503401361,0.14498069498069496,0.4666666666666667,0.4857142857142857,0.0,0.8093671679197996,0.1881928010960269
1.0,0.05,0.5,2,2,0.5028571428571429,0.5429195332715785,0.3439153439153439,0.5066666666666667,0.5066666666666667,0.4074074074074074,0.854978354978355,0.19976362142260756
1.0,0.05,0.5,2,3,0.49333333333333335,0.5261274809877,0.5402008422416585,0.49333333333333335,0.5068493150684932,0.5555555555555556,0.7853965030988472,0.2411976793987584
1.0,0.05,0.5,2,4,0.48952380952380947,0.5228970347364782,0.46539035676966717,0.48,0.49122807017543857,0.4222222222222222,0.7588227156891465,0.24957468788816434
1.0,0.05,0.5,4,1,0.4857142857142857,0.5114988031168038,0.14995998399359745,0.48,0.49295774647887325,0.0,0.8845551378446116,0.1081450113708178
1.0,0.05,0.5,4,2,0.5180952380952382,0.5345947509376568,0.6970580439968196,0.5466666666666666,0.5352112676056338,0.75,0.8319679067799369,0.24256083304358003
1.0,0.05,0.5,4,3,0.5009523809523809,0.5153311521215609,0.6122023809523809,0.5333333333333333,0.5217391304347826,0.6666666666666666,0.7364835886507713,0.2901449093564413
1.0,0.05,0.5,4,4,0.521904761904762,0.5401697929507306,0.5449872179315701,0.52,0.5283018867924528,0.5454545454545454,0.7237813307141038,0.34377200584068074
1.0,0.05,0.5,8,1,0.4780952380952381,0.5107935100851704,0.40819444444444447,0.48,0.5,0.40625,0.8137816131237184,0.1877115960514859
1.0,0.05,0.5,8,2,0.5066666666666666,0.527071734637068,0.5344025673831986,0.49333333333333335,0.543859649122807,0.5,0.763030475348034,0.2795775009583035
1.0,0.05,0.5,8,3,0.4895238095238095,0.5106500102946063,0.4950669030012395,0.5066666666666667,0.509090909090909,0.5,0.6906017430895802,0.3088731697223323
1.0,0.05,0.5,8,4,0.49142857142857144,0.512818147636908,0.4844137161215022,0.49333333333333335,0.5,0.47058823529411764,0.6517537876394577,0.3434564371368913
1.0,0.05,0.5,16,1,0.49714285714285705,0.5278361656954614,0.5497658982621388,0.49333333333333335,0.5,0.5,0.7673109913821988,0.2629369868270622
1.0,0.05,0.5,16,2,0.5238095238095238,0.5425160278072904,0.5327883854827008,0.52,0.5555555555555556,0.5333333333333333,0.6984525149772828,0.37081690788558275
1.0,0.05,0.5,16,3,0.5161904761904762,0.5357170159033513,0.5117879754838004,0.52,0.5238095238095238,0.5151515151515151,0.6329835522725836,0.4144091155977185
1.0,0.05,0.5,16,4,0.49142857142857144,0.509786904409797,0.48411070411070417,0.49333333333333335,0.5217391304347826,0.5172413793103449,0.5962374902113956,0.39552884906936836
1.0,0.05,0.5,32,1,0.5180952380952382,0.5358985412346756,0.521525078931094,0.52,0.54,0.55,0.6672185381329566,0.3872296777742434
1.0,0.05,0.5,32,2,0.540952380952381,0.5492994180626178,0.5374111203621232,0.5333333333333333,0.5333333333333333,0.5333333333333333,0.6252036221187038,0.4589610343656651
1.0,0.05,0.5,32,3,0.4990476190476191,0.514879622950698,0.4920169221534768,0.5066666666666667,0.4878048780487805,0.47058823529411764,0.5804915506872605,0.42486720008918505
1.0,0.05,0.5,32,4,0.5066666666666667,0.5210542796161185,0.4974487518929744,0.5066666666666667,0.5263157894736842,0.5135135135135135,0.5622478895864566,0.4547981514487078
1.0,0.05,0.5,64,1,0.5371428571428571,0.5561041161774226,0.5392150155081189,0.5066666666666667,0.5333333333333333,0.5185185185185185,0.6207313786758722,0.4723817661493283
1.0,0.05,0.5,64,2,0.5295238095238094,0.5439116357539096,0.5235395580996627,0.5333333333333333,0.5333333333333333,0.5333333333333333,0.5797437396011036,0.4863608896232252
1.0,0.05,0.5,64,3,0.5047619047619047,0.518297909275353,0.5007787488324796,0.52,0.5476190476190477,0.5405405405405406,0.5476561916632682,0.46977887986093
1.0,0.05,0.5,64,4,0.5180952380952382,0.5319921084506612,0.5103559605660446,0.5066666666666667,0.5581395348837209,0.5428571428571428,0.5600808744550452,0.48096875637338715
1.0,0.05,0.5,100,1,0.539047619047619,0.5545548229263232,0.5402219804666968,0.52,0.5227272727272727,0.5384615384615384,0.6378988676810436,0.45447281045235416
1.0,0.05,0.5,100,2,0.5066666666666667,0.5207865914367509,0.4972386608602385,0.5066666666666667,0.5106382978723404,0.5142857142857142,0.569400056673387,0.44741020424396843
1.0,0.05,0.5,100,3,0.4876190476190477,0.501925948258535,0.4712815756933404,0.48,0.5263157894736842,0.5135135135135135,0.5223570528689944,0.44998220695365804
1.0,0.05,0.5,100,4,0.5104761904761904,0.5229120706877778,0.49984122173570533,0.52,0.55,0.5161290322580645,0.565319620671235,0.45471670147965526
1.0,0.05,0.5,200,1,0.540952380952381,0.5452119253139803,0.5450117431329133,0.5466666666666666,0.5434782608695652,0.5517241379310345,0.6276361262208232,0.4551657973907047
1.0,0.05,0.5,200,2,0.5028571428571429,0.5169860670036439,0.49619046257701716,0.5066666666666667,0.5348837209302325,0.53125,0.5559447941856168,0.4550187802407652
1.0,0.05,0.5,200,3,0.5142857142857142,0.5278056883558869,0.5048683634292878,0.52,0.5348837209302325,0.53125,0.5675809797603252,0.46321148940009227
1.0,0.05,0.5,200,4,0.5161904761904762,0.53003663003663,0.5034271284271284,0.52,0.5142857142857142,0.575,0.5420438988992726,0.48989156347535584
1.0,0.05,0.7000000000000001,1,1,0.47238095238095246,0.4252545155993432,0.11865546218487395,0.4666666666666667,0.4666666666666667,0.0,0.8279220779220778,0.17972350230414746
1.0,0.05,0.7000000000000001,1,2,0.48571428571428577,0.5166830870279147,0.11865546218487395,0.4666666666666667,0.5066666666666667,0.0,0.8755411255411255,0.13210445468509985
1.0,0.05,0.7000000000000001,1,3,0.47047619047619055,0.4273809523809525,0.16783068783068783,0.4666666666666667,0.4666666666666667,0.0,0.8041695146958305,0.2066259808195292
1.0,0.05,0.7000000000000001,1,4,0.4895238095238095,0.5041993319066757,0.47730364873222014,0.49333333333333335,0.5,0.5714285714285714,0.8308510485533926,0.1908971914479389
1.0,0.05,0.7000000000000001,2,1,0.48000000000000004,0.5076720980169257,0.11387412107700223,0.4666666666666667,0.5066666666666667,0.0,0.872564935064935,0.12152244410308925
1.0,0.05,0.7000000000000001,2,2,0.48000000000000004,0.5239024787997392,0.12184019370460049,0.4666666666666667,0.4931506849315068,0.0,0.840154363180679,0.17170165557262332
1.0,0.05,0.7000000000000001,2,3,0.4895238095238095,0.5202778531114757,0.42804350121423296,0.52,0.4857142857142857,0.3902439024390244,0.8123771278846467,0.19610291741347155
1.0,0.05,0.7000000000000001,2,4,0.48761904761904756,0.5136198625101096,0.4935969713388972,0.49333333333333335,0.5,0.43478260869565216,0.7600185289426775,0.2359851337231353
1.0,0.05,0.7000000000000001,4,1,0.4742857142857143,0.508235047852713,0.2523809523809524,0.4666666666666667,0.5068493150684932,0.3333333333333333,0.8248177261335156,0.16915994335349174
1.0,0.05,0.7000000000000001,4,2,0.4780952380952381,0.5068784514141003,0.5000557028796232,0.48,0.484375,0.4230769230769231,0.8061248662144284,0.17913260247193033
1.0,0.05,0.7000000000000001,4,3,0.5009523809523809,0.5177225051758833,0.528636839351125,0.5333333333333333,0.5303030303030303,0.5,0.7611259575600575,0.2576731390264042
1.0,0.05,0.7000000000000001,4,4,0.5009523809523809,0.5209289945815792,0.509912716010277,0.5066666666666667,0.5094339622641509,0.5,0.7021814946074123,0.31806766142497284
1.0,0.05,0.7000000000000001,8,1,0.4857142857142857,0.5142335588081386,0.4401846452866861,0.49333333333333335,0.5147058823529411,0.5454545454545454,0.784457443264387,0.22784350890173077
1.0,0.05,0.7000000000000001,8,2,0.49904761904761896,0.5216798737985179,0.5079170426996514,0.49333333333333335,0.5,0.5,0.7063420822874604,0.3145452176754863
1.0,0.05,0.7000000000000001,8,3,0.48190476190476195,0.5041197162625735,0.4645436572798456,0.49333333333333335,0.5,0.43333333333333335,0.6554318378068932,0.3167699351272466
1.0,0.05,0.7000000000000001,8,4,0.46095238095238095,0.4912670928362418,0.44305032607358186,0.48,0.5,0.44,0.5781594695294386,0.3611851599347384
1.0,0.05,0.7000000000000001,16,1,0.5047619047619049,0.5241538274822772,0.5178099017384731,0.52,0.5172413793103449,0.5294117647058824,0.7072121910965343,0.33189826373202796
1.0,0.05,0.7000000000000001,16,2,0.5047619047619047,0.5188775114835092,0.4949976084152947,0.52,0.5111111111111111,0.5172413793103449,0.6109512225943009,0.40087193159858103
1.0,0.05,0.7000000000000001,16,3,0.49523809523809526,0.5103176262750732,0.49038309056552426,0.5066666666666667,0.5319148936170213,0.5,0.620172399103182,0.3753913582170298
1.0,0.05,0.7000000000000001,16,4,0.4799999999999999,0.5008837722054535,0.4666500898063746,0.49333333333333335,0.5434782608695652,0.4375,0.561546460689539,0.4062828552150796
1.0,0.05,0.7000000000000001,32,1,0.5047619047619049,0.5237629566877819,0.5045985760271474,0.5066666666666667,0.5208333333333334,0.5,0.647966698641179,0.3802313995300395
1.0,0.05,0.7000000000000001,32,2,0.5123809523809524,0.5255650788882188,0.5055198664560374,0.52,0.5111111111111111,0.5517241379310345,0.5795089327597067,0.44991065745814535
1.0,0.05,0.7000000000000001,32,3,0.5142857142857143,0.5280096548653999,0.5079272710188235,0.5333333333333333,0.5609756097560976,0.5588235294117647,0.5904104464752408,0.44248378984806996
1.0,0.05,0.7000000000000001,32,4,0.4952380952380952,0.5077542340700235,0.48119673327046597,0.5333333333333333,0.5333333333333333,0.45161290322580644,0.5637687132269176,0.4248735994942581
1.0,0.05,0.7000000000000001,64,1,0.5257142857142857,0.5368918380382748,0.5260139481669474,0.5466666666666666,0.5510204081632653,0.5588235294117647,0.6182918143333888,0.44033628716948936
1.0,0.05,0.7000000000000001,64,2,0.5028571428571429,0.5155364994497846,0.4966993086922093,0.5066666666666667,0.5217391304347826,0.5172413793103449,0.5664478470814164,0.44316093538584267
1.0,0.05,0.7000000000000001,64,3,0.5028571428571429,0.5155413144081044,0.4969569702328323,0.5066666666666667,0.5102040816326531,0.5,0.5967827082986304,0.412632625319486
1.0,0.05,0.7000000000000001,64,4,0.4914285714285715,0.5061527575337523,0.47993287152442754,0.48,0.5365853658536586,0.5,0.5493393051000305,0.4347276731282576
1.0,0.05,0.7000000000000001,100,1,0.5295238095238095,0.5445438109597219,0.5266113242178151,0.5333333333333333,0.5306122448979592,0.52,0.6091105341658194,0.4607263419587799
1.0,0.05,0.7000000000000001,100,2,0.4971428571428572,0.5098255130549962,0.4924137136118703,0.52,0.5454545454545454,0.5333333333333333,0.5648244704580396,0.43455345710038307
1.0,0.05,0.7000000000000001,100,3,0.5028571428571429,0.5177241659908134,0.49473570354112223,0.5066666666666667,0.5333333333333333,0.5333333333333333,0.5597639294952431,0.45140472888309235
1.0,0.05,0.7000000000000001,100,4,0.4876190476190477,0.5063308011812996,0.4772070388581424,0.5066666666666667,0.5111111111111111,0.5,0.5344396610318769,0.44890914574234797
1.0,0.05,0.7000000000000001,200,1,0.5295238095238094,0.5409886326071931,0.5249312595647276,0.52,0.54,0.5483870967741935,0.6005102758806872,0.46379342419861697
1.0,0.05,0.7000000000000001,200,2,0.4857142857142857,0.4983368447685272,0.4754637710376645,0.5066666666666667,0.5111111111111111,0.5,0.5488995358909113,0.42268155211844094
1.0,0.05,0.7000000000000001,200,3,0.4819047619047619,0.4973846886602241,0.46253415742618403,0.5066666666666667,0.5,0.46875,0.5352049671543259,0.4221267511028105
1.0,0.05,0.7000000000000001,200,4,0.49714285714285716,0.511752764938644,0.48214467072225703,0.5066666666666667,0.5263157894736842,0.5,0.5493153242158108,0.4419383372035951
1.0,0.05,0.9,1,1,0.46666666666666673,0.4247619047619048,0.11333333333333333,0.4666666666666667,0.4666666666666667,0.0,0.8019480519480519,0.20276497695852536
1.0,0.05,0.9,1,2,0.4742857142857143,0.5068287740628167,0.10374149659863945,0.4666666666666667,0.5066666666666667,0.0,0.8555194805194805,0.1300563236047107
1.0,0.05,0.9,1,3,0.4666666666666667,0.5075078139363854,0.38962296783120026,0.4666666666666667,0.5066666666666667,0.37142857142857144,0.7957124955245256,0.19322913449585363
1.0,0.05,0.9,1,4,0.4685714285714285,0.49932993097198136,0.44829931972789117,0.4666666666666667,0.5070422535211268,0.4,0.8169018325033363,0.16197207098072558
1.0,0.05,0.9,2,1,0.46666666666666673,0.4247619047619048,0.11333333333333333,0.4666666666666667,0.4666666666666667,0.0,0.8019480519480519,0.20276497695852536
1.0,0.05,0.9,2,2,0.48000000000000004,0.5122783615196675,0.22230848861283642,0.4666666666666667,0.5066666666666667,0.25,0.8408638575047244,0.15427566489722272
1.0,0.05,0.9,2,3,0.4857142857142857,0.5108860935678619,0.5248103839236845,0.48,0.5142857142857142,0.6,0.8111988096674076,0.1928399075386824
1.0,0.05,0.9,2,4,0.48190476190476195,0.5091865184302159,0.4786778301064015,0.48,0.5,0.46153846153846156,0.7656909175153316,0.22518544974428986
1.0,0.05,0.9,4,1,0.4761904761904762,0.5081837007864405,0.3228377065111759,0.4666666666666667,0.5068493150684932,0.32653061224489793,0.8428315105946684,0.15228592647947486
1.0,0.05,0.9,4,2,0.48761904761904756,0.5170020476109938,0.5239063367282396,0.49333333333333335,0.5074626865671642,0.4838709677419355,0.7832901103024942,0.2268591372727599
1.0,0.05,0.9,4,3,0.48190476190476195,0.5064297493707456,0.48530465949820784,0.4666666666666667,0.5245901639344263,0.5,0.7272657148983994,0.26289436966631524
1.0,0.05,0.9,4,4,0.4857142857142857,0.5117206892233683,0.4856941700622533,0.5066666666666667,0.5172413793103449,0.5,0.6987630219551935,0.29838097623306126
1.0,0.05,0.9,8,1,0.4876190476190477,0.5135466361825576,0.4663261624996319,0.5066666666666667,0.5211267605633803,0.5555555555555556,0.7790534634906595,0.23331756787696994
1.0,0.05,0.9,8,2,0.5009523809523809,0.5240433416507272,0.5116164029207507,0.48,0.543859649122807,0.5384615384615384,0.6991324280908536,0.3298484506279268
1.0,0.05,0.9,8,3,0.4914285714285715,0.5054658398042433,0.48423740418814315,0.5066666666666667,0.509090909090909,0.47619047619047616,0.6579034963267604,0.32574959631832734
1.0,0.05,0.9,8,4,0.5009523809523809,0.5204196579547843,0.5029787672644815,0.49333333333333335,0.5283018867924528,0.5,0.637669038907429,0.37892523378080306
